words,char,value
acinose,7,66
acinotubular,12,137
acinous,7,82
acinus,6,67
Acipenser,9,90
Acipenseres,11,114
acipenserid,11,103
Acipenseridae,13,109
acipenserine,12,118
acipenseroid,12,118
Acipenseroidei,14,132
Acis,4,32
aciurgy,7,84
acker,5,38
ackey,5,45
ackman,6,43
acknow,6,67
acknowledge,11,100
acknowledgeable,15,120
acknowledged,12,104
acknowledgedly,14,141
acknowledger,12,118
aclastic,8,68
acle,4,21
acleidian,9,58
acleistous,10,124
Aclemon,7,63
aclidian,8,53
aclinal,7,52
aclinic,7,51
acloud,6,56
aclys,5,60
Acmaea,6,24
Acmaeidae,9,42
acmatic,7,50
acme,4,22
acmesthesia,11,103
acmic,5,29
Acmispon,8,90
acmite,6,51
acne,4,23
acneform,8,75
acneiform,9,84
acnemia,7,46
Acnida,6,32
acnodal,7,50
acnode,6,42
Acocanthera,11,89
acocantherin,12,111
acock,5,33
acockbill,9,68
acocotl,7,69
Acoela,6,37
Acoelomata,10,86
acoelomate,10,90
acoelomatous,12,140
Acoelomi,8,73
acoelomous,10,119
acoelous,8,91
Acoemetae,9,68
Acoemeti,8,71
Acoemetic,9,74
acoin,5,42
acoine,6,47
Acolapissa,10,96
acold,5,35
Acolhua,7,61
Acolhuan,8,75
acologic,8,65
acology,7,78
acolous,7,86
acoluthic,9,92
acolyte,7,81
acolythate,10,110
Acoma,5,33
acoma,5,33
acomia,6,42
acomous,7,87
aconative,9,90
acondylose,10,113
acondylous,10,129
acone,5,38
aconic,6,45
aconin,6,56
aconine,7,61
aconital,8,75
aconite,7,67
aconitia,8,72
aconitic,8,74
aconitin,8,85
aconitine,9,90
Aconitum,8,96
Acontias,8,82
acontium,8,96
Acontius,8,102
aconuresis,10,124
acopic,6,47
acopon,6,64
acopyrin,8,101
acopyrine,9,106
acor,4,37
acorea,6,43
acoria,6,47
acorn,5,51
acorned,7,60
Acorus,6,77
acosmic,7,63
acosmism,8,92
acosmist,8,99
acosmistic,10,111
acotyledon,10,114
acotyledonous,13,169
acouasm,7,73
acouchi,7,60
acouchy,7,76
acoumeter,9,101
acoumetry,9,121
acouometer,10,116
acouophonia,11,118
acoupa,6,57
acousmata,9,94
acousmatic,10,105
acoustic,8,91
acoustical,10,104
acoustically,12,141
acoustician,11,115
acousticolateral,16,175
Acousticon,10,120
acoustics,9,110
acquaint,8,86
acquaintance,12,109
acquaintanceship,16,161
acquaintancy,12,129
acquaintant,11,121
acquainted,10,95
acquaintedness,14,152
acquest,7,86
acquiesce,9,83
acquiescement,13,135
acquiescence,12,105
acquiescency,12,125
acquiescent,11,117
acquiescently,13,154
acquiescer,10,101
acquiescingly,13,145
acquirability,13,147
acquirable,10,89
acquire,7,74
acquired,8,78
acquirement,11,126
acquirenda,10,93
acquirer,8,92
acquisible,10,98
acquisite,9,104
acquisited,10,108
acquisition,11,137
acquisitive,11,135
acquisitively,13,172
acquisitiveness,15,192
acquisitor,10,132
acquisitum,10,133
acquist,7,90
acquit,6,71
acquitment,10,123
acquittal,9,104
acquittance,11,114
acquitter,9,114
Acrab,5,25
acracy,6,51
acraein,7,51
Acraeinae,9,57
acraldehyde,11,86
Acrania,7,47
acranial,8,59
acraniate,9,72
acrasia,7,52
Acrasiaceae,11,66
Acrasiales,10,88
Acrasida,8,56
Acrasieae,9,62
Acraspeda,9,68
acraspedote,11,107
acratia,7,53
acraturesis,11,134
acrawl,6,58
acraze,6,54
acre,4,27
acreable,8,47
acreage,7,40
acreak,6,39
acream,6,41
acred,5,31
Acredula,8,65
acreman,7,55
acrestaff,9,79
acrid,5,35
acridan,7,50
acridian,8,59
acridic,7,47
Acrididae,9,54
Acridiidae,10,63
acridine,8,63
acridinic,9,70
acridinium,10,101
acridity,8,89
Acridium,8,78
acridly,7,72
acridness,9,92
acridone,8,69
acridonium,10,107
acridophagus,12,122
acridyl,7,72
acriflavin,10,95
acriflavine,11,100
acrimonious,11,137
acrimoniously,13,174
acrimoniousness,15,194
acrimony,8,98
acrindoline,11,104
acrinyl,7,82
acrisia,7,60
Acrisius,8,99
Acrita,6,52
acritan,7,66
acrite,6,56
acritical,9,76
acritol,7,78
Acroa,5,38
acroaesthesia,13,124
acroama,7,52
acroamatic,10,84
acroamatics,11,103
acroanesthesia,14,138
acroarthritis,13,159
acroasphyxia,12,140
acroataxia,10,93
acroatic,8,70
acrobacy,8,68
acrobat,7,60
Acrobates,9,84
acrobatholithic,15,144
acrobatic,9,72
acrobatical,11,85
acrobatically,13,122
acrobatics,10,91
acrobatism,10,101
acroblast,9,91
acrobryous,10,137
acrobystitis,12,160
Acrocarpi,9,84
acrocarpous,11,130
acrocephalia,12,92
acrocephalic,12,94
acrocephalous,13,137
acrocephaly,11,107
Acrocera,8,64
Acroceratidae,13,103
Acroceraunian,13,123
Acroceridae,11,82
Acrochordidae,13,104
Acrochordinae,13,114
acrochordon,11,114
Acroclinium,11,118
Acrocomia,9,78
acroconidium,12,125
acrocontracture,15,175
acrocoracoid,12,105
acrocyanosis,12,142
acrocyst,8,104
acrodactylum,12,136
acrodermatitis,14,155
acrodont,8,90
acrodontism,11,131
acrodrome,9,92
acrodromous,11,142
Acrodus,7,81
acrodynia,9,90
acroesthesia,12,123
acrogamous,10,113
acrogamy,8,83
acrogen,7,63
acrogenic,9,75
acrogenous,10,118
acrogenously,12,155
acrography,10,112
Acrogynae,9,89
acrogynae,9,89
acrogynous,10,138
acrolein,8,77
acrolith,8,86
acrolithan,10,101
acrolithic,10,98
acrologic,9,83
acrologically,13,133
acrologism,10,112
acrologue,9,97
acrology,8,96
acromania,9,75
acromastitis,12,147
acromegalia,11,85
acromegalic,11,87
acromegaly,10,100
acromelalgia,12,97
acrometer,9,98
acromial,8,72
acromicria,10,90
acromioclavicular,17,176
acromiocoracoid,15,142
acromiodeltoid,14,143
acromiohumeral,14,152
acromiohyoid,12,135
acromion,8,88
acromioscapular,15,165
acromiosternal,14,163
acromiothoracic,15,151
acromonogrammatic,17,179
acromphalus,11,127
Acromyodi,9,103
acromyodian,11,118
acromyodic,10,106
acromyodous,11,149
acromyotonia,12,149
acromyotonus,12,179
acron,5,51
acronarcotic,12,120
acroneurosis,12,157
acronical,9,76
acronically,11,113
acronyc,7,79
acronych,8,87
Acronycta,9,100
acronyctous,11,154
acronym,7,89
acronymic,9,101
acronymize,10,129
acronymous,10,144
acronyx,7,100
acrook,6,63
acroparalysis,13,157
acroparesthesia,15,158
acropathology,13,156
acropathy,9,107
acropetal,9,91
acropetally,11,128
acrophobia,10,88
acrophonetic,12,127
acrophonic,10,102
acrophony,9,115
acropodium,10,115
acropoleis,10,113
acropolis,9,108
acropolitan,11,124
Acropora,8,87
acrorhagus,10,111
acrorrheuma,11,121
acrosarc,8,78
acrosarcum,10,112
acroscleriasis,14,151
acroscleroderma,15,150
acroscopic,10,102
acrose,6,61
acrosome,8,89
acrosphacelus,13,141
acrospire,9,104
acrospore,9,110
acrosporous,11,160
across,6,75
acrostic,8,88
acrostical,10,101
acrostically,12,138
acrostichal,11,109
Acrosticheae,12,107
acrostichic,11,108
acrostichoid,12,124
Acrostichum,11,130
acrosticism,11,129
acrostolion,11,141
acrostolium,11,146
acrotarsial,11,117
acrotarsium,11,138
acroteleutic,12,132
acroterial,10,102
acroteric,9,92
acroterium,10,123
Acrothoracica,13,115
acrotic,7,69
acrotism,8,98
acrotomous,10,140
Acrotreta,9,101
Acrotretidae,12,119
acrotrophic,11,126
acrotrophoneurosis,18,249
Acrux,5,67
Acrydium,8,94
acryl,5,59
acrylaldehyde,13,123
acrylate,8,85
acrylic,7,71
acrylonitrile,13,161
acrylyl,7,96
act,3,24
acta,4,25
actability,10,102
actable,7,44
Actaea,6,31
Actaeaceae,10,45
Actaeon,7,59
Actaeonidae,11,78
Actiad,6,38
Actian,6,48
actification,12,110
actifier,8,71
actify,6,64
actin,5,47
actinal,7,60
actinally,9,97
actinautographic,16,166
actinautography,15,179
actine,6,52
actinenchyma,12,116
acting,6,54
Actinia,7,57
actinian,8,71
Actiniaria,10,85
actiniarian,11,99
actinic,7,59
actinically,11,109
Actinidia,9,70
Actinidiaceae,13,84
actiniferous,12,140
actiniform,10,108
actinine,8,75
actiniochrome,13,133
actiniohematin,14,141
Actiniomorpha,13,142
actinism,8,88
Actinistia,10,105
actinium,8,90
actinobacillosis,16,163
Actinobacillus,14,141
actinoblast,11,116
actinobranch,12,108
actinobranchia,14,118
actinocarp,10,100
actinocarpic,12,112
actinocarpous,13,155
actinochemistry,15,182
actinocrinid,12,119
Actinocrinidae,14,125
actinocrinite,13,140
Actinocrinus,12,146
actinocutitis,13,163
actinodermatitis,16,180
actinodielectric,16,150
actinodrome,11,117
actinodromous,13,167
actinoelectric,14,137
actinoelectrically,18,187
actinoelectricity,17,191
actinogonidiate,15,146
actinogram,10,101
actinograph,11,112
actinography,12,137
actinoid,8,75
Actinoida,9,76
Actinoidea,10,81
actinolite,10,108
actinolitic,11,115
actinologous,12,151
actinologue,11,122
actinology,10,121
actinomere,10,103
actinomeric,11,110
actinometer,11,123
actinometric,12,130
actinometrical,14,143
actinometry,11,143
actinomorphic,13,144
actinomorphous,14,187
actinomorphy,12,157
Actinomyces,11,127
Actinomycetaceae,16,143
Actinomycetales,15,165
actinomycete,12,133
actinomycetous,14,183
actinomycin,11,126
actinomycoma,12,132
actinomycosis,13,165
actinomycotic,13,150
Actinomyxidia,13,147
Actinomyxidiida,15,160
actinon,7,76
Actinonema,10,95
actinoneuritis,14,177
actinophone,11,120
actinophonic,12,127
actinophore,11,124
actinophorous,13,174
actinophryan,12,144
Actinophrys,11,148
Actinopoda,10,98
actinopraxis,12,149
actinopteran,12,136
Actinopteri,11,130
actinopterous,13,176
actinopterygian,15,177
Actinopterygii,14,171
actinopterygious,16,217
actinoscopy,11,140
actinosoma,10,110
actinosome,10,114
Actinosphaerium,15,172
actinost,8,101
actinostereoscopy,17,222
actinostomal,12,142
actinostome,11,134
actinotherapeutic,17,188
actinotherapeutics,18,207
actinotherapy,13,155
actinotoxemia,13,149
actinotrichium,14,163
actinotrocha,12,127
actinouranium,13,159
Actinozoa,9,104
actinozoal,10,116
actinozoan,10,118
actinozoon,10,132
actinula,8,81
action,6,62
actionable,10,82
actionably,10,102
actional,8,75
actionary,9,106
actioner,8,85
actionize,9,102
actionless,10,117
Actipylea,9,92
Actium,6,67
activable,9,75
activate,8,81
activation,10,114
activator,9,109
active,6,60
actively,8,97
activeness,10,117
activin,7,78
activism,8,96
activist,8,103
activital,9,97
activity,8,109
activize,8,95
actless,7,79
actomyosin,10,134
acton,5,53
actor,5,57
actorship,9,109
actress,7,85
Acts,4,43
actu,4,45
actual,6,58
actualism,9,99
actualist,9,106
actualistic,11,118
actuality,9,112
actualization,13,152
actualize,9,98
actually,8,95
actualness,10,115
actuarial,9,86
actuarially,11,123
actuarian,9,88
actuary,7,89
actuaryship,11,141
actuation,9,104
actuator,8,99
acture,6,68
acturience,10,99
actutate,8,91
acuaesthesia,12,112
Acuan,5,40
acuate,6,51
acuation,8,84
Acubens,7,65
acuclosure,10,118
acuductor,9,106
acuesthesia,11,111
acuity,6,79
aculea,6,43
Aculeata,8,64
aculeate,8,68
aculeated,9,72
aculeiform,10,103
aculeolate,10,95
aculeolus,9,109
aculeus,7,82
acumen,6,57
acuminate,9,87
acumination,11,120
acuminose,9,100
acuminous,9,116
acuminulate,11,120
acupress,8,102
acupressure,11,146
acupunctuate,12,146
acupunctuation,14,179
acupuncturation,15,197
acupuncturator,14,192
acupuncture,11,143
acurative,9,100
acushla,7,65
acutangular,11,119
acutate,7,71
acute,5,50
acutely,7,87
acutenaculum,12,135
acuteness,9,107
acutiator,9,108
acutifoliate,12,122
Acutilinguae,12,123
acutilingual,12,130
acutilobate,11,109
acutiplantar,12,136
acutish,7,81
acutograve,10,113
acutonodose,11,132
acutorsion,10,135
acyanoblepsia,13,123
acyanopsia,10,104
acyclic,7,56
acyesis,7,81
acyetic,7,66
acyl,4,41
acylamido,9,83
acylamidobenzene,16,154
acylamino,9,93
acylate,7,67
acylation,9,100
acylogen,8,82
acyloin,7,79
acyloxy,7,105
acyloxymethane,14,171
acyrological,12,121
acyrology,9,121
acystia,7,78
ad,2,5
Ada,3,6
adactyl,7,66
adactylia,9,76
adactylism,10,107
adactylous,10,121
Adad,4,10
adad,4,10
adage,5,18
adagial,7,35
adagietto,9,82
adagio,6,37
Adai,4,15
Adaize,6,46
Adam,4,19
adamant,7,54
adamantean,10,74
adamantine,10,82
adamantinoma,12,106
adamantoblast,13,123
adamantoblastoma,16,152
adamantoid,10,82
adamantoma,10,83
adamas,6,39
Adamastor,9,92
adambulacral,12,89
adamellite,10,82
Adamhood,8,61
Adamic,6,31
Adamical,8,44
Adamically,10,81
adamine,7,47
Adamite,7,53
adamite,7,53
Adamitic,8,60
Adamitical,10,73
Adamitism,9,89
Adamsia,7,48
adamsite,8,72
adance,6,28
adangle,7,44
Adansonia,9,78
Adapa,5,23
adapid,6,35
Adapis,6,50
adapt,5,42
adaptability,12,120
adaptable,9,62
adaptation,10,101
adaptational,12,114
adaptationally,14,151
adaptative,10,99
adaptedness,11,108
adapter,7,65
adaption,8,80
adaptional,10,93
adaptionism,11,121
adaptitude,10,101
adaptive,8,78
adaptively,10,115
adaptiveness,12,135
adaptometer,11,118
adaptor,7,75
adaptorial,10,97
Adar,4,24
adarme,6,42
adat,4,26
adati,5,35
adatom,6,54
adaunt,6,61
adaw,4,29
adawe,5,34
adawlut,7,82
adawn,5,43
adaxial,7,52
aday,4,31
adays,5,50
adazzle,7,75
adcraft,7,53
add,3,9
Adda,4,10
adda,4,10
addability,10,87
addable,7,29
addax,5,34
addebted,8,45
added,5,18
addedly,7,55
addend,6,32
addenda,7,33
addendum,8,66
adder,5,32
adderbolt,9,81
adderfish,9,74
adderspit,9,96
adderwort,9,108
addibility,10,95
addible,7,37
addicent,8,60
addict,6,41
addicted,8,50
addictedness,12,107
addiction,9,79
Addie,5,23
addiment,8,70
Addisonian,10,90
Addisoniana,11,91
additament,10,91
additamentary,13,135
addition,8,76
additional,10,89
additionally,12,126
additionary,11,120
additionist,11,124
addititious,11,131
additive,8,74
additively,10,111
additivity,10,123
additory,8,96
addle,5,26
addlebrain,10,70
addlebrained,12,79
addlehead,9,44
addleheaded,11,53
addleheadedly,13,90
addleheadedness,15,110
addlement,9,78
addleness,9,83
addlepate,9,68
addlepated,10,72
addlepatedness,14,129
addleplot,9,89
addlings,8,70
addlins,7,63
addorsed,8,70
address,7,70
addressee,9,80
addresser,9,93
addressful,10,109
Addressograph,13,135
addressor,9,103
addrest,7,71
Addu,4,30
adduce,6,38
adducent,8,72
adducer,7,56
adducible,9,61
adduct,6,53
adduction,9,91
adductive,9,89
adductor,8,86
Addy,4,34
Ade,3,10
ade,3,10
adead,5,15
adeem,5,28
adeep,5,31
Adela,5,23
Adelaide,8,41
Adelarthra,10,88
Adelarthrosomata,16,171
adelarthrosomatous,18,225
Adelbert,8,67
Adelea,6,28
Adeleidae,9,46
Adelges,7,53
Adelia,6,32
Adelina,7,46
Adeline,7,50
adeling,7,52
adelite,7,56
Adeliza,7,58
adelocerous,11,118
Adelochorda,11,86
adelocodonic,12,100
adelomorphic,12,119
adelomorphous,13,162
adelopod,8,72
Adelops,7,72
Adelphi,7,55
Adelphian,9,70
adelphogamy,11,107
Adelphoi,8,70
adelpholite,11,107
adelphophagy,12,118
ademonist,9,100
adempted,8,68
ademption,9,97
adenalgia,9,54
adenalgy,8,69
Adenanthera,11,91
adenase,7,49
adenasthenia,12,101
adendric,8,58
adendritic,10,87
adenectomy,10,105
adenectopia,11,93
adenectopic,11,95
adenemphractic,14,120
adenemphraxis,13,137
adenia,6,34
adeniform,9,85
adenine,7,52
adenitis,8,81
adenization,11,118
adenoacanthoma,14,115
adenoblast,10,93
adenocancroid,13,106
adenocarcinoma,14,116
adenocarcinomatous,18,191
adenocele,9,64
adenocellulitis,15,161
adenochondroma,14,130
adenochondrosarcoma,19,186
adenochrome,11,101
adenocyst,9,106
adenocystoma,12,135
adenocystomatous,16,210
adenodermia,11,89
adenodiastasis,14,140
adenodynia,10,92
adenofibroma,12,103
adenofibrosis,13,136
adenogenesis,12,117
adenogenous,11,120
adenographer,12,112
adenographic,12,101
adenographical,14,114
adenography,11,114
adenohypersthenia,17,187
adenoid,7,52
adenoidal,9,65
adenoidism,10,93
adenoliomyofibroma,18,192
adenolipoma,11,105
adenolipomatosis,16,187
adenologaditis,14,135
adenological,12,98
adenology,9,98
adenolymphocele,15,153
adenolymphoma,13,142
adenoma,7,53
adenomalacia,12,79
adenomatome,11,106
adenomatous,11,128
adenomeningeal,14,119
adenometritis,13,152
adenomycosis,12,142
adenomyofibroma,15,156
adenomyoma,10,106
adenomyxoma,11,130
adenomyxosarcoma,16,186
adenoncus,9,96
adenoneural,11,110
adenoneure,10,102
adenopathy,10,109
adenopharyngeal,15,146
adenopharyngitis,16,185
adenophlegmon,13,129
Adenophora,10,97
adenophore,10,101
adenophorous,12,151
adenophthalmia,14,127
adenophyllous,13,167
adenophyma,10,102
adenopodous,11,129
adenosarcoma,12,109
adenosclerosis,14,158
adenose,7,63
adenosine,9,86
adenosis,8,86
adenostemonous,14,180
Adenostoma,10,107
adenotome,9,92
adenotomic,10,99
adenotomy,9,112
adenotyphoid,12,136
adenotyphus,11,148
adenyl,6,61
adenylic,8,73
Adeodatus,9,90
Adeona,6,40
Adephaga,8,43
adephagan,9,57
adephagia,9,52
adephagous,10,97
adept,5,46
adeptness,9,103
adeptship,9,98
adequacy,8,77
adequate,8,74
adequately,10,111
adequateness,12,131
adequation,10,107
adequative,10,105
adermia,7,51
adermin,7,64
Adessenarian,12,110
adet,4,30
adevism,7,73
adfected,8,48
adfix,5,44
adfluxion,9,106
adglutinate,11,114
Adhafera,8,44
adhaka,6,26
adhamant,8,62
Adhara,6,33
adharma,7,46
adhere,6,41
adherence,9,63
adherency,9,83
adherent,8,75
adherently,10,112
adherer,7,59
adherescence,12,90
adherescent,11,102
adhesion,8,75
adhesional,10,88
adhesive,8,73
adhesively,10,110
adhesivemeter,13,134
adhesiveness,12,130
adhibit,7,53
adhibition,10,91
adiabatic,9,50
adiabatically,13,100
adiabolist,10,92
adiactinic,10,73
adiadochokinesis,16,146
adiagnostic,11,102
adiantiform,11,110
Adiantum,8,83
adiaphon,8,68
adiaphonon,10,97
adiaphoral,10,85
adiaphoresis,12,124
adiaphoretic,12,109
adiaphorism,11,113
adiaphorist,11,120
adiaphoristic,13,132
adiaphorite,11,106
adiaphoron,10,101
adiaphorous,11,127
adiate,6,40
adiathermal,11,92
adiathermancy,13,122
adiathermanous,14,149
adiathermic,11,91
adiathetic,10,80
adiation,8,73
Adib,4,16
Adicea,6,23
adicity,7,71
Adiel,5,31
adieu,5,40
adieux,6,64
Adigei,6,35
Adighe,6,34
Adigranth,9,82
adigranth,9,82
Adin,4,28
Adinida,7,42
adinidan,8,56
adinole,7,60
adion,5,43
adipate,7,56
adipescent,10,96
adipic,6,42
adipinic,8,65
adipocele,9,70
adipocellulose,14,149
adipocere,9,76
adipoceriform,13,132
adipocerous,11,126
adipocyte,9,98
adipofibroma,12,109
adipogenic,10,83
adipogenous,11,126
adipoid,7,58
adipolysis,10,129
adipolytic,10,114
adipoma,7,59
adipomatous,11,134
adipometer,10,106
adipopexia,10,100
adipopexis,10,118
adipose,7,69
adiposeness,11,126
adiposis,8,92
adiposity,9,118
adiposogenital,14,147
adiposuria,10,113
adipous,7,85
adipsia,7,59
adipsic,7,61
adipsous,8,104
adipsy,6,74
adipyl,6,67
Adirondack,10,80
adit,4,34
adital,6,47
aditus,6,74
adjacency,9,66
adjacent,8,58
adjacently,10,95
adjag,5,23
adject,6,43
adjection,9,81
adjectional,11,94
adjectival,10,87
adjectivally,12,124
adjective,9,79
adjectively,11,116
adjectivism,11,115
adjectivitis,12,131
adjiger,7,54
adjoin,6,53
adjoined,8,62
adjoinedly,10,99
adjoining,9,83
adjoint,7,73
adjourn,7,83
adjournal,9,96
adjournment,11,135
adjudge,7,52
adjudgeable,11,72
adjudger,8,70
adjudgment,10,99
adjudicate,10,78
adjudication,12,111
adjudicative,12,109
adjudicator,11,106
adjudicature,12,117
adjunct,7,73
adjunction,10,111
adjunctive,10,109
adjunctively,12,146
adjunctly,9,110
adjuration,10,113
adjuratory,10,133
adjure,6,59
adjurer,7,77
adjust,6,75
adjustable,10,95
adjustably,10,115
adjustage,9,88
adjustation,11,134
adjuster,8,98
adjustive,9,111
adjustment,10,127
adjutage,8,69
adjutancy,9,99
adjutant,8,91
adjutantship,12,143
adjutorious,11,153
adjutory,8,114
adjutrice,9,91
adjuvant,8,93
Adlai,5,27
adlay,5,43
adless,6,60
adlet,5,42
Adlumia,7,61
adlumidine,10,92
adlumine,8,79
adman,5,33
admarginate,11,93
admaxillary,11,120
admeasure,9,87
admeasurement,13,139
admeasurer,10,105
admedial,8,49
admedian,8,51
admensuration,13,154
admi,4,27
adminicle,9,70
adminicula,10,87
adminicular,11,105
adminiculary,12,130
adminiculate,12,112
adminiculation,14,145
adminiculum,11,120
administer,10,112
administerd,11,116
administerial,13,134
administrable,13,127
administrant,12,142
administrate,12,133
administration,14,166
administrational,16,179
administrative,14,164
administratively,16,201
administrator,13,161
administratorship,17,213
administratress,15,189
administratrices,16,182
administratrix,14,179
admirability,12,123
admirable,9,65
admirableness,13,122
admirably,9,85
admiral,7,58
admiralship,11,110
admiralty,9,103
admiration,10,104
admirative,10,102
admirator,9,99
admire,6,50
admired,7,54
admiredly,9,91
admirer,7,68
admiring,8,75
admiringly,10,112
admissibility,13,151
admissible,10,93
admissibleness,14,150
admissibly,10,113
admission,9,103
admissive,9,101
admissory,9,123
admit,5,47
admittable,10,87
admittance,10,90
admitted,8,76
admittedly,10,113
admittee,8,77
admitter,8,90
admittible,10,95
admix,5,51
admixtion,9,109
admixture,9,115
admonish,8,83
admonisher,10,106
admonishingly,13,150
admonishment,12,135
admonition,10,114
admonitioner,12,137
admonitionist,13,162
admonitive,10,112
admonitively,12,149
admonitor,9,109
admonitorial,12,131
admonitorily,12,155
admonitory,10,134
admonitrix,10,127
admortization,13,165
adnascence,10,69
adnascent,9,81
adnate,6,45
adnation,8,78
adnephrine,10,94
adnerval,8,77
adneural,8,76
adnex,5,48
adnexal,7,61
adnexed,7,57
adnexitis,9,105
adnexopexy,10,133
adnominal,9,83
adnominally,11,120
adnomination,12,129
adnoun,6,69
ado,3,20
adobe,5,27
adolesce,8,64
adolescence,11,86
adolescency,11,106
adolescent,10,98
adolescently,12,135
Adolph,6,56
Adolphus,8,96
Adonai,6,44
Adonean,7,54
Adonia,6,44
Adoniad,7,48
Adonian,7,58
Adonic,6,46
adonidin,8,70
adonin,6,57
Adoniram,8,75
Adonis,6,62
adonite,7,68
adonitol,8,90
adonize,7,74
adoperate,9,85
adoperation,11,118
